"Номер по каталогу","Наименование","Ед. изм.","Цена руб","Количество","Сумма, руб"
"66-3506025-01","Шланг тормозной 66,3308 пер (ДЗТА)","шт","153.00","","0.00"
"2123-3506025-10","Шланг тормозной ГАЗель Next пер (гибкий)","шт","247.00","","0.00"
"2123-3506025","Шланг тормозной ГАЗель Next промежут (гибкий)","шт","159.00","","0.00"
"4113-3506228","Шланг тормозной ГАЗон Next дв.Камминз (от компрессора) (490мм) (АЛ-Компани/ГАЗ)","шт","1,595.00","","0.00"
"4111-3506025-01","Шланг тормозной ГАЗон Next заднего модуля (гибкий)","шт","404.00","","0.00"
"25-3552250","Шланг тормозной ПАЗ зад. L=620мм (пневмотормоз) (ДЗТА)","шт","275.00","","0.00"
"К25-3552250-30","Шланг тормозной ПАЗ зад. возд. (450мм) бронь","шт","186.00","","0.00"
"К25-3552250","Шланг тормозной ПАЗ зад. возд. (450мм) пружин (КМД)","шт","124.00","","0.00"
"К32053-3552250-30","Шланг тормозной ПАЗ зад. возд. (620мм) бронь (КМД)","шт","195.00","","0.00"
"672-3506025-10","Шланг тормозной ПАЗ пер L=460мм","шт","158.00","","0.00"
"К25-3552250-30","Шланг тормозной ПАЗ пер. возд. (450мм) бронь (КМД)","шт","185.00","","0.00"
"К32053-3552250","Шланг тормозной ПАЗ пер. возд. (450мм) пружин (КМД)","шт","190.00","","0.00"
"25-3502248-30","Шланг тормозной ПАЗ передн L=470мм (пневмотормоз) пружин (ДЗТА)","шт","260.00","","0.00"
"3309-1109176-10","Шланг трубы воздушной 3309 соединительный (ГРС-Н/ГАЗ)","шт","746.00","","0.00"
"3310-60-1109176","Шланг трубы воздушной 3310 соеденительный","шт","137.00","","0.00"
"4301-1109176","Шланг трубы воздушной 4301 соеденительный","шт","416.00","","0.00"
"3309-1172112","Шланг угловой 3309,33081 красн","шт","1,174.00","","0.00"
"3310-60-1172111","Шланг угловой 33106 охладителя наддува красн","шт","1,666.00","","0.00"
"3310-1172100","Шланг угловой охладителя наддува воздуха нижний ""Валдай"" (Волжскрезинотехника/ГАЗ)","шт","167.00","","0.00"
"","Шнур к антирадару","шт","132.00","","0.00"
"53-11-1003118","Шпилька гол блока 53 (205мм)","шт","171.00","","0.00"
"874330","Шпилька гол блока 53,Волга (дв.410) (130мм)","шт","97.00","","0.00"
"53-11-1003121","Шпилька гол блока 53,Волга,3302 (190мм)","шт","80.00","","0.00"
"874331","Шпилька гол блока Волга (дв.410) (150мм)","шт","100.00","","0.00"
"4021-10-1003122","Шпилька гол блока Волга,3302 (210мм)","шт","80.00","","0.00"
"402-10-1003122","Шпилька гол блока Волга,3302 (245мм)","шт","126.00","","0.00"
"3101-10-2403062","Шпилька колеса 2217,3102 (М14х1,25х55) длин","шт","49.00","","0.00"
"3302-3104018","Шпилька колеса 3302 зад (БултенРус/ГАЗ)","шт","115.00","","0.00"
"3302-3104018","Шпилька колеса 3302 зад (не завод)","шт","48.00","","0.00"
"3302-3104018/3302-3101034","Шпилька колеса 3302 зад в сб. с ГАЙКОЙ (не завод)","шт","85.00","","0.00"
"3302-3103008","Шпилька колеса 3302 пер (ГАЗ)","шт","56.00","","0.00"
"3302-3103008","Шпилька колеса 3302 пер (не завод)","шт","38.00","","0.00"
"3310-3104018","Шпилька колеса 3310 Валдай зад (БултенРус/ГАЗ)","шт","113.00","","0.00"
"3310-3103008","Шпилька колеса 3310 Валдай пер (ГАЗ)","шт","119.00","","0.00"
"51-3103009-31","Шпилька колеса 53 лев (не завод)","шт","50.00","","0.00"
"51-3103008-31","Шпилька колеса 53 прав (не завод)","шт","50.00","","0.00"
"4111-3104018","Шпилька колеса ГАЗон Next зад (ГАЗ)","шт","162.00","","0.00"
"4111-00-3103008-010","Шпилька колеса ГАЗон Next пер (ГАЗ)","шт","273.00","","0.00"
"3929755","Шпилька крепления турбокомпрессора ISF2.8","шт","92.00","","0.00"
"","Шпилька М10/8х50х1 ремонтная карбюратора","шт","29.00","","0.00"
"291800-600     ","Шпилька М10х1,5х35","шт","16.00","","0.00"
"291800-П5","Шпилька М10х1,5х35 приемной трубы В (L=50 мм)","шт","16.00","","0.00"
"291792-П2","Шпилька М10х1х28 коллектора 406 корот. (L=50 мм)","шт","20.00","","0.00"
"291797-П29","Шпилька М10х1х30 коллектора 402 корот. (L=48 мм)","шт","16.00","","0.00"
"291771-605","Шпилька М10х1х38 приемной трубы 3302,3309, удлинителя В (L=58 мм)","шт","21.00","","0.00"
"291777-П5","Шпилька М10х1х45 выпускного коллектора 53, 3307","шт","20.00","","0.00"
"291808","Шпилька М10х1х60 оси коромысел (L=80 мм)","шт","29.00","","0.00"
"291781-П2","Шпилька М10х1х65 оси коромысел (L=85 мм)","шт","27.00","","0.00"
"291815-П29","Шпилька М10х1х80 коллектора 402 длин. (L=100 мм), ГБЦ","шт","31.00","","0.00"
"291797-П2","Шпилька М12/10х30х1 рем коллектора 402,406 (ЭТНА)","шт","25.00","","0.00"
"291815-П2","Шпилька М12/10х80х1 рем коллектора 402, 406","шт","35.00","","0.00"
"291866-П2","Шпилька М12х1,25х26 стартера (L=46 мм)","шт","21.00","","0.00"
"291847-629","Шпилька М12х1,25х32","шт","25.00","","0.00"
"291849-629","Шпилька М12х1,25х35 ступиц колеса зад 3302","шт","21.00","","0.00"
"406-1601293","Шпилька М12х1,25х36 КПП","шт","27.00","","0.00"
"459-9523393","Шпилька М14х1,5х32 полуоси 3307(290158)","шт","29.00","","0.00"
"4599523-393","Шпилька М14х35 ступицы зад кол 3307,3308,3310","шт","45.00","","0.00"
"291955-629","Шпилька М16х1,5х68","шт","76.00","","0.00"
"33027-1801126","Шпилька М16х1,5х68 раздатки Газель","шт","72.00","","0.00"
"406-1008110","Шпилька М8*1,25*38 впуск. коллектора 406дв  Красная Этна","шт","13.00","","0.00"
"291747-602","Шпилька М8х1-4Нх22","шт","11.00","","0.00"
"216533-629","шпилька м8х1,25х40","шт","20.00","","0.00"
"291732-629","Шпилька М8х1х14 масл.картер (поддона) 402 дв (L=30 мм)","шт","8.00","","0.00"
"291750-П2","Шпилька М8х1х25 патрубок отвод, рессивер впускн. труб., масл картер (поддона) 40","шт","11.00","","0.00"
"291752-П2","Шпилька М8х1х38 рессивер впускн. труб. 406, передней крышки дв.402 (L=54 мм)","шт","12.00","","0.00"
"874348-П29","Шпилька М8х1х50 карбюратора 151 402 дв.","шт","15.00","","0.00"
"414-1002121-09","Шпилька М8х1х57 блока цилиндров","шт","20.00","","0.00"
"406-1008111","Шпилька М8х1х58 выпускного коллектора 406 длин. (L=76 мм)","шт","18.00","","0.00"
"291762-П29","Шпилька М8х1х75 кр распред. шестерен (L=90 мм) термостата 402","шт","20.00","","0.00"
"414-1002120-09","Шпилька М8х47 блока цилиндров дв.4215,4216","шт","12.00","","0.00"
"874368-П2","Шпилька М8х60х1 перед.крышки, дв.402","шт","20.00","","0.00"
"4216-1002122","Шпилька М8х70 блока цилиндров дв.4216","шт","20.00","","0.00"
"874333-П","Шпилька М8х83х1 вод. насоса дв.402","шт","20.00","","0.00"
"","Шпильковерт ""ПРОФФИ"" 4-17мм.","шт","475.00","","0.00"
"258039-629     ","Шплинт 3х20","шт","3.00","","0.00"
"00000-00-0258070-629","Шплинт 5Х40.016 кулака поворотоного 3302","шт","4.00","","0.00"
"1/07350/01","Шплинт 5х50 (рулевого пальца) (г.Белебей)","шт","4.00","","0.00"
"1/07979/01","шплинт 6х60","шт","5.00","","0.00"
"245-1005013","Шпонка коленвала (нового образца) (6х8х22) ГАЗ, ПАЗ","шт","99.00","","0.00"
"4598240-267","Шпонка коленвала 6х10х24 дв. 402, 406","шт","33.00","","0.00"
"69","Шпонка коленвала 6х9 дв. 245","шт","85.00","","0.00"
"296144","Шпонка шкива коленвала 406,511","шт","40.00","","0.00"
"5320-3911011","Шприц рычажно-плунжерный 300 куб, см. (г.Москва)","шт","300.00","","0.00"
"5320-3911011","Шприц рычажно-плунжерный 300 куб, см. (Турция)","шт","530.00","","0.00"
"5320-3911011","Шприц рычажно-плунжерный 500 куб, см. (г.Москва)","шт","390.00","","0.00"
"Ш1-3911010-А","Шприц рычажно-плунжерный Ш-1 300 куб, см. (ШААЗ)","шт","1,154.00","","0.00"
"4216-1007175-30     ","Штанга толкателя в сб.с клапаном под гидрокомпенсатор  АИ-92 дв.4216-80 (ОАО ""УМЗ"") ГАЗ","шт","294.00","","0.00"
"5340-1007174-01","Штанга толкателя дв.ЯМЗ-5344 (в/з 5340.1007174)","шт","365.00","","0.00"
"4216-1007024","Штанга толкателя клапана 3302 дв 4216, УАЗ (А-92) (к-т)","шт","1,775.00","","0.00"
"00066-00-1007175-020","Штанга толкателя клапана 53,3307","шт","174.00","","0.00"
"54-1007175","Штанга толкателя клапана Волга,3302 (дв.402) (АИ-92) (ЗМЗ)","шт","272.00","","0.00"
"258948-600","Штифт 5х25 втулки з/х КПП 3110,3302,2217,66,3307","шт","6.00","","0.00"
"295033-600","Штифт 6х14 рычага КПП Волга,3302","шт","12.00","","0.00"
"00050-0-1005019-00","Штифт направляющий блока дв.245 пер","шт","30.00","","0.00"
"406-1006037","Штифт распредвала 406 дв.","шт","50.00","","0.00"
"3302-3001025","Штифт шкворня 3302","шт","37.00","","0.00"
"51-3001025-02     ","Штифт шкворня 53","шт","76.00","","0.00"
"111-3001025Э","Штифт шкворня ПАЗ н/о КААЗ","шт","166.00","","0.00"
"53-1702060-10","Шток переключения 1-2 передачи 53,3307","шт","192.00","","0.00"
"3102-90-1702040","Шток переключения 1-2 передачи Волга,3302 КПП 5-ступ","шт","349.00","","0.00"
"3309-1702042","Шток переключения 1,з/хода передачи 3309","шт","685.00","","0.00"
"3309-1702055","Шток переключения 2 и 3 передач с головкой","шт","1,013.00","","0.00"
"3309-1702041","Шток переключения 2-3 передачи 3309","шт","707.00","","0.00"
"53-1702041","Шток переключения 3-4 передачи 53,3307","шт","232.00","","0.00"
"3102-90-1702041","Шток переключения 3-4 передачи Волга,3302 КПП 5-ступ","шт","882.00","","0.00"
"3309-1702060","Шток переключения 4-5 передачи 3309","шт","608.00","","0.00"
"3102-90-1702042","Шток переключения 5 передачи и задн хода Волга,3302 КПП 5-ступ","шт","307.00","","0.00"
"3205-1310310","Шторка радиатора ПАЗ-3205","шт","1,884.00","","0.00"
"53-3501048","Штуцер (клапан) прокачки цилиндров","шт","61.00","","0.00"
"4980089","Штуцер (фитинг) переходник головки МФ ISF3.8","шт","607.00","","0.00"
